item_id,stage,milestone_id,org_id,outcome,first_fired.process_tracked,first_fired.hollow_owner,first_fired.gate_unassigned,first_fired.cross_org,first_fired.prior_slip,first_fired.org_overcommitted,first_fired.late_target
k8s:kep-4802,beta,k8s:v1.33,k8s:sig-windows,slipped,,2025-01-13T23:59:59+00:00,2025-02-24T23:59:59+00:00,,,,
k8s:kep-4815,alpha,k8s:v1.33,k8s:sig-scheduling,unresolved,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-4816,alpha,k8s:v1.33,k8s:sig-scheduling,shipped,2025-02-03T23:59:59+00:00,,,2025-02-03T23:59:59+00:00,2025-02-03T23:59:59+00:00,2025-02-17T23:59:59+00:00,2025-02-03T23:59:59+00:00
k8s:kep-4817,beta,k8s:v1.33,k8s:sig-node,shipped,,,,2025-02-17T23:59:59+00:00,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-4818,beta,k8s:v1.33,k8s:sig-node,shipped,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-4827,beta,k8s:v1.33,k8s:sig-instrumentation,slipped,2025-01-13T23:59:59+00:00,2025-01-13T23:59:59+00:00,2025-02-24T23:59:59+00:00,,,2025-02-10T23:59:59+00:00,
k8s:kep-4828,beta,k8s:v1.33,k8s:sig-instrumentation,slipped,2025-01-13T23:59:59+00:00,2025-01-13T23:59:59+00:00,2025-02-24T23:59:59+00:00,,,2025-02-10T23:59:59+00:00,
k8s:kep-4832,beta,k8s:v1.33,k8s:sig-scheduling,shipped,2025-02-10T23:59:59+00:00,,,,,2025-02-17T23:59:59+00:00,2025-02-10T23:59:59+00:00
k8s:kep-4858,alpha,k8s:v1.33,k8s:sig-network,unresolved,,,,2025-02-17T23:59:59+00:00,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-4876,alpha,k8s:v1.33,k8s:sig-storage,shipped,2025-02-03T23:59:59+00:00,,,2025-02-03T23:59:59+00:00,,2025-02-10T23:59:59+00:00,2025-02-03T23:59:59+00:00
k8s:kep-4951,alpha,k8s:v1.33,k8s:sig-autoscaling,exception_granted,2025-01-27T23:59:59+00:00,,,,,,
k8s:kep-4960,alpha,k8s:v1.33,k8s:sig-node,exception_granted,,,,2025-02-17T23:59:59+00:00,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-4974,deprecated,k8s:v1.33,k8s:sig-network,unresolved,,,2025-02-24T23:59:59+00:00,2025-02-17T23:59:59+00:00,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-4988,alpha,k8s:v1.33,k8s:sig-api-machinery,exception_granted,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-5007,alpha,k8s:v1.33,k8s:sig-scheduling,slipped,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-5018,alpha,k8s:v1.33,k8s:sig-auth,shipped,,,,,,,2025-02-17T23:59:59+00:00
k8s:kep-5027,alpha,k8s:v1.33,k8s:sig-scheduling,dropped,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-5040,alpha,k8s:v1.33,k8s:sig-storage,shipped,,,2025-02-24T23:59:59+00:00,,,2025-02-10T23:59:59+00:00,2025-02-10T23:59:59+00:00
k8s:kep-5055,alpha,k8s:v1.33,k8s:sig-scheduling,shipped,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-5067,alpha,k8s:v1.33,k8s:sig-node,shipped,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-5073,alpha,k8s:v1.33,k8s:sig-api-machinery,exception_granted,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-5073,beta,k8s:v1.33,k8s:sig-api-machinery,exception_granted,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-5080,alpha,k8s:v1.33,k8s:sig-api-machinery,dropped,,,,,,2025-02-17T23:59:59+00:00,2025-02-10T23:59:59+00:00
k8s:kep-5100,beta,k8s:v1.33,k8s:sig-windows,shipped,,,,2025-02-17T23:59:59+00:00,,,2025-02-17T23:59:59+00:00
k8s:kep-5116,beta,k8s:v1.33,k8s:sig-api-machinery,exception_granted,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-5142,beta,k8s:v1.33,k8s:sig-scheduling,shipped,,,,,,2025-02-17T23:59:59+00:00,2025-02-17T23:59:59+00:00
k8s:kep-647,stable,k8s:v1.33,k8s:sig-instrumentation,slipped,2025-02-10T23:59:59+00:00,,,2025-02-10T23:59:59+00:00,2025-02-10T23:59:59+00:00,2025-02-10T23:59:59+00:00,2025-02-10T23:59:59+00:00
k8s:kep-753,stable,k8s:v1.33,k8s:sig-node,shipped,2025-01-13T23:59:59+00:00,2025-01-13T23:59:59+00:00,,2025-01-13T23:59:59+00:00,2025-01-13T23:59:59+00:00,2025-01-13T23:59:59+00:00,
k8s:kep-784,alpha,k8s:v1.33,k8s:sig-network,unresolved,2025-01-20T23:59:59+00:00,,,2025-01-20T23:59:59+00:00,2025-01-20T23:59:59+00:00,2025-02-17T23:59:59+00:00,
k8s:kep-127,beta,k8s:v1.34,k8s:sig-node,slipped,2025-06-16T23:59:59+00:00,,,,2025-06-16T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-1710,stable,k8s:v1.34,k8s:sig-storage,slipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,,
k8s:kep-1790,stable,k8s:v1.34,k8s:sig-storage,shipped,,,,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00,,2025-06-16T23:59:59+00:00
k8s:kep-2340,stable,k8s:v1.34,k8s:sig-api-machinery,shipped,2025-05-26T23:59:59+00:00,,,2025-05-26T23:59:59+00:00,,2025-06-09T23:59:59+00:00,
k8s:kep-2400,stable,k8s:v1.34,k8s:sig-node,shipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,,,2025-05-19T23:59:59+00:00,2025-06-23T23:59:59+00:00,
k8s:kep-2535,beta,k8s:v1.34,k8s:sig-node,slipped,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-2831,stable,k8s:v1.34,k8s:sig-instrumentation,shipped,,,,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-2837,beta,k8s:v1.34,k8s:sig-node,exception_granted,,,,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-3015,beta,k8s:v1.34,k8s:sig-network,unresolved,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,,,,,
k8s:kep-3104,beta,k8s:v1.34,k8s:sig-cli,shipped,,,,,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00
k8s:kep-3288,stable,k8s:v1.34,k8s:sig-node,unresolved,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-23T23:59:59+00:00,
k8s:kep-3331,stable,k8s:v1.34,k8s:sig-auth,shipped,2025-05-26T23:59:59+00:00,,,,2025-05-26T23:59:59+00:00,2025-06-23T23:59:59+00:00,
k8s:kep-3673,stable,k8s:v1.34,k8s:sig-node,slipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,,2025-05-19T23:59:59+00:00,2025-06-23T23:59:59+00:00,
k8s:kep-3695,beta,k8s:v1.34,k8s:sig-node,shipped,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-3721,alpha,k8s:v1.34,k8s:sig-node,unresolved,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-3751,stable,k8s:v1.34,k8s:sig-storage,shipped,2025-06-09T23:59:59+00:00,,,,,,2025-06-09T23:59:59+00:00
k8s:kep-3902,stable,k8s:v1.34,k8s:sig-scheduling,shipped,,,,2025-06-16T23:59:59+00:00,,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-3939,stable,k8s:v1.34,k8s:sig-apps,shipped,2025-06-09T23:59:59+00:00,,,,2025-06-09T23:59:59+00:00,,2025-06-09T23:59:59+00:00
k8s:kep-3960,stable,k8s:v1.34,k8s:sig-node,shipped,2025-06-16T23:59:59+00:00,,,,2025-06-16T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-3962,beta,k8s:v1.34,k8s:sig-api-machinery,unresolved,,,,2025-06-16T23:59:59+00:00,,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-4033,stable,k8s:v1.34,k8s:sig-node,shipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-4205,beta,k8s:v1.34,k8s:sig-node,shipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-4247,stable,k8s:v1.34,k8s:sig-scheduling,shipped,2025-05-19T23:59:59+00:00,2025-07-07T23:59:59+00:00,,,2025-05-19T23:59:59+00:00,2025-06-16T23:59:59+00:00,
k8s:kep-4317,alpha,k8s:v1.34,k8s:sig-auth,exception_granted,2025-06-16T23:59:59+00:00,,,,2025-06-16T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-4330,stable,k8s:v1.34,k8s:sig-architecture,unresolved,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,
k8s:kep-4369,stable,k8s:v1.34,k8s:sig-node,shipped,2025-06-09T23:59:59+00:00,,,2025-06-09T23:59:59+00:00,2025-06-09T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-09T23:59:59+00:00
k8s:kep-4381,stable,k8s:v1.34,k8s:sig-node,shipped,2025-06-16T23:59:59+00:00,,,2025-06-16T23:59:59+00:00,,2025-06-23T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-4412,beta,k8s:v1.34,k8s:sig-auth,shipped,,,,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-4427,stable,k8s:v1.34,k8s:sig-network,shipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,,,2025-05-19T23:59:59+00:00,,
k8s:kep-4438,beta,k8s:v1.34,k8s:sig-node,slipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-23T23:59:59+00:00,
k8s:kep-4568,stable,k8s:v1.34,k8s:sig-api-machinery,shipped,2025-06-09T23:59:59+00:00,,,2025-06-09T23:59:59+00:00,,2025-06-09T23:59:59+00:00,2025-06-09T23:59:59+00:00
k8s:kep-4601,stable,k8s:v1.34,k8s:sig-auth,shipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-4633,stable,k8s:v1.34,k8s:sig-auth,shipped,2025-05-26T23:59:59+00:00,2025-07-07T23:59:59+00:00,,,,2025-06-23T23:59:59+00:00,
k8s:kep-4639,beta,k8s:v1.34,k8s:sig-node,unresolved,2025-06-23T23:59:59+00:00,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-4656,beta,k8s:v1.34,k8s:sig-cluster-lifecycle,unresolved,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,,2025-05-19T23:59:59+00:00,,
k8s:kep-4762,alpha,k8s:v1.34,k8s:sig-network,exception_granted,,,,2025-06-23T23:59:59+00:00,,,2025-06-23T23:59:59+00:00
k8s:kep-4800,beta,k8s:v1.34,k8s:sig-node,unresolved,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,,,2025-05-19T23:59:59+00:00,2025-06-23T23:59:59+00:00,
k8s:kep-4802,beta,k8s:v1.34,k8s:sig-windows,unresolved,,,,,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00
k8s:kep-4815,beta,k8s:v1.34,k8s:sig-scheduling,slipped,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,2025-06-30T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-16T23:59:59+00:00,
k8s:kep-4816,beta,k8s:v1.34,k8s:sig-scheduling,shipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-16T23:59:59+00:00,
k8s:kep-4818,stable,k8s:v1.34,k8s:sig-node,shipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-4827,stable,k8s:v1.34,k8s:sig-instrumentation,slipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,,,2025-06-16T23:59:59+00:00,
k8s:kep-4828,stable,k8s:v1.34,k8s:sig-instrumentation,slipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,,,2025-06-16T23:59:59+00:00,
k8s:kep-4872,alpha,k8s:v1.34,k8s:sig-auth,slipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-4876,beta,k8s:v1.34,k8s:sig-storage,shipped,2025-05-19T23:59:59+00:00,2025-05-19T23:59:59+00:00,,2025-05-19T23:59:59+00:00,,,
k8s:kep-4940,alpha,k8s:v1.34,k8s:sig-auth,dropped,,,2025-06-30T23:59:59+00:00,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-4940,beta,k8s:v1.34,k8s:sig-auth,dropped,,,2025-06-30T23:59:59+00:00,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-4940,stable,k8s:v1.34,k8s:sig-auth,shipped,,,2025-06-30T23:59:59+00:00,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-4951,beta,k8s:v1.34,k8s:sig-autoscaling,slipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-4988,beta,k8s:v1.34,k8s:sig-api-machinery,shipped,2025-06-09T23:59:59+00:00,,,,,2025-06-09T23:59:59+00:00,2025-06-09T23:59:59+00:00
k8s:kep-5004,alpha,k8s:v1.34,k8s:sig-scheduling,exception_granted,,,,2025-06-16T23:59:59+00:00,,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-5007,alpha,k8s:v1.34,k8s:sig-scheduling,exception_granted,,,,,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-5018,beta,k8s:v1.34,k8s:sig-auth,shipped,2025-05-19T23:59:59+00:00,,,,,2025-06-23T23:59:59+00:00,
k8s:kep-5067,beta,k8s:v1.34,k8s:sig-node,unresolved,2025-05-19T23:59:59+00:00,2025-05-26T23:59:59+00:00,,,,2025-06-23T23:59:59+00:00,
k8s:kep-5080,stable,k8s:v1.34,k8s:sig-api-machinery,unresolved,2025-06-02T23:59:59+00:00,2025-07-14T23:59:59+00:00,,,,2025-06-09T23:59:59+00:00,2025-06-02T23:59:59+00:00
k8s:kep-5100,stable,k8s:v1.34,k8s:sig-windows,shipped,,,,2025-06-23T23:59:59+00:00,,,2025-06-23T23:59:59+00:00
k8s:kep-5116,stable,k8s:v1.34,k8s:sig-api-machinery,shipped,2025-05-26T23:59:59+00:00,2025-07-21T23:59:59+00:00,,,,2025-06-09T23:59:59+00:00,
k8s:kep-5229,beta,k8s:v1.34,k8s:sig-scheduling,exception_granted,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-5234,alpha,k8s:v1.34,k8s:sig-scheduling,unresolved,2025-05-19T23:59:59+00:00,2025-06-30T23:59:59+00:00,,2025-05-19T23:59:59+00:00,,2025-06-16T23:59:59+00:00,
k8s:kep-5241,stable,k8s:v1.34,k8s:sig-architecture,unresolved,2025-05-19T23:59:59+00:00,2025-07-07T23:59:59+00:00,,,,2025-05-19T23:59:59+00:00,
k8s:kep-5278,beta,k8s:v1.34,k8s:sig-scheduling,slipped,,,,2025-06-16T23:59:59+00:00,,2025-06-16T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-5284,alpha,k8s:v1.34,k8s:sig-auth,slipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-5295,alpha,k8s:v1.34,k8s:sig-cli,shipped,2025-06-09T23:59:59+00:00,,,2025-06-09T23:59:59+00:00,,,2025-06-09T23:59:59+00:00
k8s:kep-5307,alpha,k8s:v1.34,k8s:sig-node,shipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-5311,alpha,k8s:v1.34,k8s:sig-network,unresolved,2025-06-16T23:59:59+00:00,,,,,,2025-06-16T23:59:59+00:00
k8s:kep-5325,alpha,k8s:v1.34,k8s:sig-autoscaling,slipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-5365,alpha,k8s:v1.34,k8s:sig-node,slipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-5366,alpha,k8s:v1.34,k8s:sig-api-machinery,slipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-5394,alpha,k8s:v1.34,k8s:sig-node,slipped,,,,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-5419,alpha,k8s:v1.34,k8s:sig-node,slipped,2025-06-23T23:59:59+00:00,,,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-647,stable,k8s:v1.34,k8s:sig-instrumentation,shipped,2025-06-23T23:59:59+00:00,,,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00,2025-06-23T23:59:59+00:00
k8s:kep-740,beta,k8s:v1.34,k8s:sig-auth,shipped,,,,,,2025-06-23T23:59:59+00:00,2025-06-16T23:59:59+00:00
k8s:kep-961,beta,k8s:v1.34,k8s:sig-apps,slipped,,,,,2025-06-23T23:59:59+00:00,,2025-06-23T23:59:59+00:00
k8s:kep-127,beta,k8s:v1.35,k8s:sig-node,unresolved,2025-10-06T23:59:59+00:00,,,,2025-10-06T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-10-06T23:59:59+00:00
k8s:kep-1287,stable,k8s:v1.35,k8s:sig-node,shipped,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-2033,beta,k8s:v1.35,k8s:sig-node,slipped,,,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-2371,beta,k8s:v1.35,k8s:sig-node,slipped,2025-10-20T23:59:59+00:00,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-2535,beta,k8s:v1.35,k8s:sig-node,exception_granted,,,,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00
k8s:kep-2902,stable,k8s:v1.35,k8s:sig-node,shipped,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,
k8s:kep-3015,stable,k8s:v1.35,k8s:sig-network,shipped,2025-09-22T23:59:59+00:00,2025-09-15T23:59:59+00:00,,,,,
k8s:kep-3619,stable,k8s:v1.35,k8s:sig-node,shipped,,,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-3673,stable,k8s:v1.35,k8s:sig-node,shipped,,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-3721,beta,k8s:v1.35,k8s:sig-node,unresolved,2025-09-22T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00,,,2025-10-13T23:59:59+00:00,
k8s:kep-3983,stable,k8s:v1.35,k8s:sig-node,shipped,,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-4188,alpha,k8s:v1.35,k8s:sig-node,slipped,,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-4192,beta,k8s:v1.35,k8s:sig-api-machinery,shipped,2025-10-06T23:59:59+00:00,,,,2025-10-06T23:59:59+00:00,2025-10-20T23:59:59+00:00,2025-10-06T23:59:59+00:00
k8s:kep-4210,stable,k8s:v1.35,k8s:sig-node,shipped,,,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-4216,stable,k8s:v1.35,k8s:sig-node,unresolved,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-09-15T23:59:59+00:00,,2025-10-13T23:59:59+00:00,
k8s:kep-4317,beta,k8s:v1.35,k8s:sig-auth,shipped,,,,,,,2025-10-20T23:59:59+00:00
k8s:kep-4368,stable,k8s:v1.35,k8s:sig-apps,shipped,2025-10-13T23:59:59+00:00,,,,,,2025-10-13T23:59:59+00:00
k8s:kep-4438,stable,k8s:v1.35,k8s:sig-node,slipped,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,
k8s:kep-4540,stable,k8s:v1.35,k8s:sig-node,shipped,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,,,2025-10-13T23:59:59+00:00,
k8s:kep-4622,stable,k8s:v1.35,k8s:sig-node,shipped,,,,,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00
k8s:kep-4639,stable,k8s:v1.35,k8s:sig-node,slipped,2025-10-13T23:59:59+00:00,,,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00
k8s:kep-4656,stable,k8s:v1.35,k8s:sig-cluster-lifecycle,unresolved,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,,,,
k8s:kep-4671,alpha,k8s:v1.35,k8s:sig-scheduling,shipped,,,,2025-10-13T23:59:59+00:00,,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00
k8s:kep-4680,beta,k8s:v1.35,k8s:sig-node,slipped,2025-09-22T23:59:59+00:00,,,,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,
k8s:kep-4742,beta,k8s:v1.35,k8s:sig-node,shipped,,,,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-4762,beta,k8s:v1.35,k8s:sig-network,unresolved,2025-09-22T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-09-15T23:59:59+00:00,,,
k8s:kep-4781,deprecated,k8s:v1.35,k8s:sig-node,unresolved,,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-4817,stable,k8s:v1.35,k8s:sig-node,slipped,2025-10-13T23:59:59+00:00,,,2025-10-13T23:59:59+00:00,,2025-10-13T23:59:59+00:00,2025-10-13T23:59:59+00:00
k8s:kep-4872,alpha,k8s:v1.35,k8s:sig-auth,slipped,,,,,2025-10-06T23:59:59+00:00,,2025-10-06T23:59:59+00:00
k8s:kep-4876,stable,k8s:v1.35,k8s:sig-storage,slipped,2025-09-22T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,,
k8s:kep-4951,beta,k8s:v1.35,k8s:sig-autoscaling,shipped,2025-09-29T23:59:59+00:00,,,,2025-09-29T23:59:59+00:00,2025-09-29T23:59:59+00:00,2025-09-29T23:59:59+00:00
k8s:kep-5004,beta,k8s:v1.35,k8s:sig-scheduling,slipped,2025-09-22T23:59:59+00:00,,2025-10-13T23:59:59+00:00,2025-09-15T23:59:59+00:00,,2025-10-13T23:59:59+00:00,
k8s:kep-5007,beta,k8s:v1.35,k8s:sig-scheduling,slipped,2025-09-22T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,
k8s:kep-5018,stable,k8s:v1.35,k8s:sig-auth,slipped,2025-09-22T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,,,,
k8s:kep-5030,alpha,k8s:v1.35,k8s:sig-autoscaling,shipped,,,,2025-10-20T23:59:59+00:00,,2025-10-20T23:59:59+00:00,2025-10-20T23:59:59+00:00
k8s:kep-5067,stable,k8s:v1.35,k8s:sig-node,shipped,2025-09-22T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,,,2025-10-13T23:59:59+00:00,
k8s:kep-5234,beta,k8s:v1.35,k8s:sig-scheduling,unresolved,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,2025-09-15T23:59:59+00:00,,2025-10-13T23:59:59+00:00,
k8s:kep-5237,alpha,k8s:v1.35,k8s:sig-cloud-provider,shipped,,,,,,,2025-10-20T23:59:59+00:00
k8s:kep-5278,beta,k8s:v1.35,k8s:sig-scheduling,shipped,2025-09-22T23:59:59+00:00,,2025-10-13T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,
k8s:kep-5284,alpha,k8s:v1.35,k8s:sig-auth,shipped,,,,,2025-10-13T23:59:59+00:00,,2025-10-13T23:59:59+00:00
k8s:kep-5295,beta,k8s:v1.35,k8s:sig-cli,shipped,,,,2025-10-06T23:59:59+00:00,,,2025-10-06T23:59:59+00:00
k8s:kep-5307,beta,k8s:v1.35,k8s:sig-node,shipped,2025-09-22T23:59:59+00:00,2025-09-15T23:59:59+00:00,2025-10-13T23:59:59+00:00,,,2025-10-13T23:59:59+00:00,
k8s:kep-5311,beta,k8s:v1.35,k8s:sig-network,slipped,2025-09-22T23:59:59+00:00,2025-09-15T23:59:59+00:00,,,,,
